int, omega, ref, sam
7.625611285395629878e-07,2.994681991725389292e+00,4.854940814760254339e-06,4.854940814760254339e-06
3.515940682126015906e-07,2.994205965339802766e+00,4.970566159892334872e-06,4.970566159892334872e-06
8.676784603300712399e-08,2.993730090265845245e+00,5.088791908233460241e-06,5.088791908233460241e-06
2.735401904202079962e-10,2.993254366431383762e+00,5.209672832785093649e-06,5.209672832785093649e-06
1.119610720820294654e-07,2.992778793764330647e+00,5.333264774846878522e-06,5.333264774846878522e-06
4.272260121775081228e-07,2.992303372192644417e+00,5.459624662990149426e-06,5.459624662990149426e-06
9.359304826578300780e-07,2.991828101644328886e+00,5.588810532330584518e-06,5.588810532330584518e-06
1.612488257499752071e-06,2.991352982047434494e+00,5.720881544102926899e-06,5.720881544102926899e-06
2.417158934133665847e-06,2.990878013330056095e+00,5.855898005543251763e-06,5.855898005543251763e-06
3.298503664765401423e-06,2.990403195420335614e+00,5.993921390080649601e-06,5.993921390080649601e-06
4.196862297604102551e-06,2.989928528246459383e+00,6.135014357845099183e-06,6.135014357845099183e-06
5.048626102476597765e-06,2.989454011736659478e+00,6.279240776493070220e-06,6.279240776493070220e-06
5.791008511766593799e-06,2.988979645819215047e+00,6.426665742356119174e-06,6.426665742356119174e-06
6.366964669241590566e-06,2.988505430422448317e+00,6.577355601918431154e-06,6.577355601918431154e-06
6.729883908645441862e-06,2.988031365474729029e+00,6.731377973623077516e-06,6.731377973623077516e-06
6.847680701409464064e-06,2.987557450904470890e+00,6.888801770016615689e-06,6.888801770016615689e-06
6.705940183283030344e-06,2.987083686640134683e+00,7.049697220231597551e-06,7.049697220231597551e-06
6.309832936443917439e-06,2.986610072610225153e+00,7.214135892815447365e-06,7.214135892815447365e-06
5.684596888453680483e-06,2.986136608743292342e+00,7.382190718906766367e-06,7.382190718906766367e-06
4.874486565129639189e-06,2.985663294967932924e+00,7.553936015764820452e-06,7.553936015764820452e-06
3.940204363285770953e-06,2.985190131212787090e+00,7.729447510658285874e-06,7.729447510658285874e-06
2.954946627756341256e-06,2.984717117406542108e+00,7.908802365113872134e-06,7.908802365113872134e-06
1.999310134277832508e-06,2.984244253477928766e+00,8.092079199534354576e-06,8.092079199534354576e-06
1.155403148588517824e-06,2.983771539355724034e+00,8.279358118185647380e-06,8.279358118185647380e-06
5.005813431340812932e-07,2.983298974968749295e+00,8.470720734561657482e-06,8.470720734561657482e-06
1.012756988393872865e-07,2.982826560245872116e+00,8.666250197128343288e-06,8.666250197128343288e-06
7.392277300188377153e-09,2.982354295116004472e+00,8.866031215454770880e-06,8.866031215454770880e-06
2.477400310090295567e-07,2.981882179508102304e+00,9.070150086733749477e-06,9.070150086733749477e-06
8.268829552098882815e-07,2.981410213351168181e+00,9.278694722696220328e-06,9.278694722696220328e-06
1.723720003720659804e-06,2.980938396574249083e+00,9.491754676927518684e-06,9.491754676927518684e-06
2.891976091118141820e-06,2.980466729106436841e+00,9.709421172587145334e-06,9.709421172587145334e-06
4.262648312425361717e-06,2.979995210876867695e+00,9.931787130538829040e-06,9.931787130538829040e-06
5.748303152012190586e-06,2.979523841814723184e+00,1.015894719789440353e-05,1.015894719789440353e-05
7.248973952034928173e-06,2.979052621849229698e+00,1.039099777697786364e-05,1.039099777697786364e-05
8.659274593356805741e-06,2.978581550909658038e+00,1.062803705471440843e-05,1.062803705471440843e-05
9.876235975532630560e-06,2.978110628925324299e+00,1.087016503244831666e-05,1.087016503244831666e-05
1.080729582739932528e-05,2.977639855825588988e+00,1.111748355619671909e-05,1.111748355619671909e-05
1.137783681557757564e-05,2.977169231539857019e+00,1.137009634734303837e-05,1.137009634734303837e-05
1.153767720872052773e-05,2.976698755997578161e+00,1.162810903377550244e-05,1.162810903377550244e-05
1.126597360319793833e-05,2.976228429128247033e+00,1.189162918147626934e-05,1.189162918147626934e-05
1.057409405139369819e-05,2.975758250861401777e+00,1.216076632656736864e-05,1.216076632656736864e-05
9.506156560077800511e-06,2.975288221126626720e+00,1.243563200781539601e-05,1.243563200781539601e-05
8.137093429007050886e-06,2.974818339853549265e+00,1.271633979960609418e-05,1.271633979960609418e-05
6.568284807053922876e-06,2.974348606971841669e+00,1.300300534538820036e-05,1.300300534538820036e-05
4.920991901071123803e-06,2.973879022411220596e+00,1.329574639159591633e-05,1.329574639159591633e-05
3.327997388847102401e-06,2.973409586101447566e+00,1.359468282205378086e-05,1.359468282205378086e-05
1.924013871369732152e-06,2.972940297972328061e+00,1.389993669287084072e-05,1.389993669287084072e-05
8.355380301380703708e-07,2.972471157953711529e+00,1.421163226782844043e-05,1.421163226782844043e-05
1.708981896100224846e-07,2.972002165975492272e+00,1.452989605426693638e-05,1.452989605426693638e-05
1.125903438230950297e-08,2.971533321967608110e+00,1.485485683947931952e-05,1.485485683947931952e-05
4.033059282732089703e-07,2.971064625860042163e+00,1.518664572761380154e-05,1.518664572761380154e-05
1.354233485730255810e-06,2.970596077582820627e+00,1.552539617709592526e-05,1.552539617709592526e-05
2.829513934281294255e-06,2.970127677066014993e+00,1.587124403856989102e-05,1.587124403856989102e-05
4.753729653778183359e-06,2.969659424239739387e+00,1.622432759337230599e-05,1.622432759337230599e-05
7.014533905363216188e-06,2.969191319034152787e+00,1.658478759253598456e-05,1.658478759253598456e-05
9.469569703684791237e-06,2.968723361379458581e+00,1.695276729633638185e-05,1.695276729633638185e-05
1.195594621160076424e-05,2.968255551205903675e+00,1.732841251438409921e-05,1.732841251438409921e-05
1.430166252086490810e-05,2.967787888443778499e+00,1.771187164626898425e-05,1.771187164626898425e-05
1.633819688593202184e-05,2.967320373023418778e+00,1.810329572276085360e-05,1.810329572276085360e-05
1.791335985568931038e-05,2.966853004875202870e+00,1.850283844757786317e-05,1.850283844757786317e-05
1.890345337188452420e-05,2.966385783929553099e+00,1.891065623972193658e-05,1.891065623972193658e-05
1.922379150057037224e-05,2.965918710116936197e+00,1.932690827639124996e-05,1.932690827639124996e-05
1.883672374286136087e-05,2.965451783367861971e+00,1.975175653647678661e-05,1.975175653647678661e-05
1.775645520753931010e-05,2.964985003612885084e+00,2.018536584464491657e-05,2.018536584464491657e-05
1.605017043020747031e-05,2.964518370782602830e+00,2.062790391601832017e-05,2.062790391601832017e-05
1.383522560918822782e-05,2.964051884807656467e+00,2.107954140145562165e-05,2.107954140145562165e-05
1.127245987140866871e-05,2.963585545618731665e+00,2.154045193343844360e-05,2.154045193343844360e-05
8.555969490135863217e-06,2.963119353146555834e+00,2.201081217257625338e-05,2.201081217257625338e-05
5.899968022065767544e-06,2.962653307321902574e+00,2.249080185472423100e-05,2.249080185472423100e-05
3.523598627982758353e-06,2.962187408075586781e+00,2.298060383873701140e-05,2.298060383873701140e-05
1.634752770353145810e-06,2.961721655338467762e+00,2.348040415484815710e-05,2.348040415484815710e-05
4.140658281154720394e-07,2.961256049041448346e+00,2.399039205369275242e-05,2.399039205369275242e-05
2.934685322293575138e-10,2.960790589115475324e+00,2.451076005597537248e-05,2.451076005597537248e-05
4.782171846360147053e-07,2.960325275491537678e+00,2.504170400279304921e-05,2.504170400279304921e-05
1.870083984773822011e-06,2.959860108100668352e+00,2.558342310661397637e-05,2.558342310661397637e-05
4.131361152913424720e-06,2.959395086873943814e+00,2.613612000292460155e-05,2.613612000292460155e-05
7.151295930904108455e-06,2.958930211742483607e+00,2.670000080254939436e-05,2.670000080254939436e-05
1.075843106706099942e-05,2.958465482637450794e+00,2.727527514464916607e-05,2.727527514464916607e-05
1.473086387748958251e-05,2.958000899490051960e+00,2.786215625040620072e-05,2.786215625040620072e-05
1.881067492192593167e-05,2.957536462231535435e+00,2.846086097740406512e-05,2.846086097740406512e-05
2.272161959653636477e-05,2.957072170793194399e+00,2.907160987470189435e-05,2.907160987470189435e-05
2.618889775115390428e-05,2.956608025106364224e+00,2.969462723862142505e-05,2.969462723862142505e-05
2.895961560806069115e-05,2.956144025102424244e+00,3.033014116924299182e-05,3.033014116924299182e-05
3.082244864863928726e-05,2.955680170712795540e+00,3.097838362762590965e-05,3.097838362762590965e-05
3.162501518599244727e-05,2.955216461868943600e+00,3.163959049375062322e-05,3.163959049375062322e-05
3.128758200265008066e-05,2.954752898502375658e+00,3.231400162520157646e-05,3.231400162520157646e-05
2.981194158787863675e-05,2.954289480544643354e+00,3.300186091658395809e-05,3.300186091658395809e-05
2.728461299398449925e-05,2.953826207927339631e+00,3.370341635969747112e-05,3.370341635969747112e-05
2.387390554034945827e-05,2.953363080582101396e+00,3.441892010445584364e-05,3.441892010445584364e-05
1.982082066552508243e-05,2.952900098440608634e+00,3.514862852057489668e-05,3.514862852057489668e-05
1.542422173096414235e-05,2.952437261434583515e+00,3.589280226002925037e-05,3.589280226002925037e-05
1.102114160185461628e-05,2.951974569495790846e+00,3.665170632028384175e-05,3.665170632028384175e-05
6.963490320779172846e-06,2.951512022556038950e+00,3.742561010830843291e-05,3.742561010830843291e-05
3.592739397975317363e-06,2.951049620547178343e+00,3.821478750538580943e-05,3.821478750538580943e-05
1.214369070103868053e-06,2.950587363401102614e+00,3.901951693271514624e-05,3.901951693271514624e-05
7.395097744416514589e-08,2.950125251049747543e+00,3.984008141782283976e-05,3.984008141782283976e-05
3.366901412925838292e-07,2.949663283425091986e+00,4.067676866178327979e-05,4.067676866178327979e-05
2.072065476782542134e-06,2.949201460459157431e+00,4.152987110726066736e-05,4.152987110726066736e-05
5.244895905516611571e-06,2.948739782084007111e+00,4.239968600737977286e-05,4.239968600737977286e-05
9.713737684368734370e-06,2.948278248231747778e+00,4.328651549542506536e-05,4.328651549542506536e-05
1.523701478517006699e-05,2.947816858834528375e+00,4.419066665538751854e-05,4.419066665538751854e-05
2.148673201232792723e-05,2.947355613824540033e+00,4.511245159335784655e-05,4.511245159335784655e-05
2.806905877864320598e-05,2.946894513134016513e+00,4.605218750977470104e-05,4.605218750977470104e-05
3.455054092484387734e-05,2.946433556695234657e+00,4.701019677253674684e-05,4.701019677253674684e-05
4.048823869648522823e-05,2.945972744440511715e+00,4.798680699099194542e-05,4.798680699099194542e-05
4.546173723363389267e-05,2.945512076302209792e+00,4.898235109079055437e-05,4.898235109079055437e-05
4.910476136076000366e-05,2.945051552212731849e+00,4.999716738964135539e-05,4.999716738964135539e-05
5.113406978806938876e-05,2.944591172104522592e+00,5.103159967395064651e-05,5.103159967395064651e-05
5.137341494580278608e-05,2.944130935910070246e+00,5.208599727636079680e-05,5.208599727636079680e-05
4.977063155445747306e-05,2.943670843561905226e+00,5.316071515420183488e-05,5.316071515420183488e-05
4.640634549109890107e-05,2.943210894992598359e+00,5.425611396886204779e-05,5.425611396886204779e-05
4.149334878050139859e-05,2.942751090134764880e+00,5.537256016606614524e-05,5.537256016606614524e-05
3.536633076067197102e-05,2.942291428921060437e+00,5.651042605710380155e-05,5.651042605710380155e-05
2.846234595615385385e-05,2.941831911284183754e+00,5.767008990098024382e-05,5.767008990098024382e-05
2.129308733031719678e-05,2.941372537156874856e+00,5.885193598752243548e-05,5.885193598752243548e-05
1.441066922060559350e-05,2.940913306471916844e+00,6.005635472143021673e-05,6.005635472143021673e-05
8.369159275770888951e-06,2.940454219162133231e+00,6.128374270729853755e-05,6.128374270729853755e-05
3.684490617182739518e-06,2.939995275160391053e+00,6.253450283559353810e-05,6.253450283559353810e-05
7.956006419896674190e-07,2.939536474399598198e+00,6.380904436961799060e-05,6.380904436961799060e-05
2.965942964347503710e-08,2.939077816812704746e+00,6.510778303345102561e-05,6.510778303345102561e-05
1.574060302248257612e-06,2.938619302332702521e+00,6.643114110088126534e-05,6.643114110088126534e-05
5.457454137463902813e-06,2.938160930892625533e+00,6.777954748533719263e-05,6.777954748533719263e-05
1.154153871099945438e-05,2.937702702425549095e+00,6.915343783082504180e-05,6.915343783082504180e-05
1.952459955450388813e-05,2.937244616864590707e+00,7.055325460387704400e-05,7.055325460387704400e-05
2.895698612801711640e-05,2.936786674142909170e+00,7.197944718652336273e-05,7.197944718652336273e-05
3.926785180083164681e-05,2.936328874193705474e+00,7.343247197028793629e-05,7.343247197028793629e-05
4.980164849221558801e-05,2.935871216950221463e+00,7.491279245122631984e-05,7.491279245122631984e-05
5.986210794116857370e-05,2.935413702345740727e+00,7.642087932600055331e-05,7.642087932600055331e-05
6.876081898738269820e-05,2.934956330313589490e+00,7.795721058900283227e-05,7.795721058900283227e-05
7.586707364546865394e-05,2.934499100787134829e+00,7.952227163054756518e-05,7.952227163054756518e-05
8.065544214724694905e-05,2.934042013699784679e+00,8.111655533612315689e-05,8.111655533612315689e-05
8.274757169262014983e-05,2.933585068984989164e+00,8.274056218670999667e-05,8.274056218670999667e-05
8.194499157303581130e-05,2.933128266576240595e+00,8.439480036018710710e-05,8.439480036018710710e-05
7.825023678265918543e-05,2.932671606407070808e+00,8.607978583383237351e-05,8.607978583383237351e-05
7.187434361061032558e-05,2.932215088411054715e+00,8.779604248789884408e-05,8.779604248789884408e-05
6.322967816873941403e-05,2.931758712521807642e+00,8.954410221031327405e-05,8.954410221031327405e-05
5.290807301577591613e-05,2.931302478672986656e+00,9.132450500247353596e-05,9.132450500247353596e-05
4.164529896350566319e-05,2.930846386798290570e+00,9.313779908616454703e-05,9.313779908616454703e-05
3.027391470690606070e-05,2.930390436831458167e+00,9.498454101160867856e-05,9.498454101160867856e-05
1.966744210275268490e-05,2.929934628706270416e+00,9.686529576663172817e-05,9.686529576663172817e-05
1.067954110993894611e-05,2.929478962356549143e+00,9.878063688698104645e-05,9.878063688698104645e-05
4.082347461678323438e-06,2.929023437716157918e+00,1.007311465677833905e-04,1.007311465677833905e-04
5.083449113769683454e-07,2.928568054719000280e+00,1.027174157761658285e-04,1.027174157761658285e-04
4.000478025854322276e-07,2.928112813299021955e+00,1.047400443650214663e-04,1.047400443650214663e-04
3.971365122128569548e-06,2.927657713390209526e+00,1.067996411879589339e-04,1.067996411879589339e-04
1.118382236937062404e-05,2.927202754926589989e+00,1.088968242154223892e-04,1.088968242154223892e-04
2.173987209390208786e-05,2.926747937842232083e+00,1.110322206519873264e-04,1.110322206519873264e-04
3.509438660130819696e-05,2.926293262071245405e+00,1.132064670548540747e-04,1.132064670548540747e-04
5.048417152772315689e-05,2.925838727547779516e+00,1.154202094535397880e-04,1.154202094535397880e-04
6.697405201893881141e-05,2.925384334206026615e+00,1.176741034707556979e-04,1.176741034707556979e-04
8.351685454752455766e-05,2.924930081980217977e+00,1.199688144445263337e-04,1.199688144445263337e-04
9.902352626347381574e-05,2.924475970804627067e+00,1.223050175514903332e-04,1.223050175514903332e-04
1.124387820048616192e-04,2.924022000613567762e+00,1.246833979314543339e-04,1.246833979314543339e-04
1.228171149305106380e-04,2.923568171341394351e+00,1.271046508131646799e-04,1.271046508131646799e-04
1.293937995682014968e-04,2.923114482922501978e+00,1.295694816413182513e-04,1.295694816413182513e-04
1.316456823232978017e-04,2.922660935291326645e+00,1.320786062048166960e-04,1.320786062048166960e-04
1.293370949974496974e-04,2.922207528382345654e+00,1.346327507662725090e-04,1.346327507662725090e-04
1.225471159843309762e-04,2.921754262130075830e+00,1.372326521927834115e-04,1.372326521927834115e-04
1.116755903756719103e-04,2.921301136469075743e+00,1.398790580879502555e-04,1.398790580879502555e-04
9.742673033591060252e-05,2.920848151333943044e+00,1.425727269251913089e-04,1.425727269251913089e-04
